agr_name;agr_participant;agr_inst_tag;cri_inst_name_all;cri_inst_id;edvarda_participant_id;publisher_standard_name;agr_name_edvarda;agr_date_start;agr_date_end;agr_date_updated
acm;Arkitektur- og designhøgskolen i Oslo;aho;Arkitektur- og designhøgskolen i Oslo;189;15345;ACM;ACM DL lisens 2022-24;2022-01-01;2024-12-31;2024-03-17
acm;Forsvarets Høgskole;fhs;Forsvarets høgskole;1627;15420;ACM;ACM DL lisens 2022-24;2022-01-01;2024-12-31;2024-03-17
acm;Forsvarets forskningsinstitutt;ffi;Forsvarets forskningsinstitutt;7428;15418;ACM;ACM DL lisens 2022-24;2022-01-01;2024-12-31;2024-03-17
acm;Høgskolen i Østfold;hioef;Høgskolen i Østfold;224;15443;ACM;ACM DL lisens 2022-24;2022-01-01;2024-12-31;2024-03-17
acm;Høgskulen På Vestlandet;hvl;Høgskulen på Vestlandet;203;15449;ACM;ACM DL lisens 2022-24;2022-01-01;2024-12-31;2024-03-17
acm;Høyskolen Kristiania - Ernst G Mortensens Stiftelse;hk;Høyskolen Kristiania;1615;15444;ACM;ACM DL lisens 2022-24;2022-01-01;2024-12-31;2024-03-17
acm;Nord Universitet;nord;Nord universitet;204;15499;ACM;ACM DL lisens 2022-24;2022-01-01;2024-12-31;2024-03-17
acm;Norges teknisk-naturvitenskapelige universitet;ntnu;Norges teknisk-naturvitenskapelige universitet;194;15507;ACM;ACM DL lisens 2022-24;2022-01-01;2024-12-31;2024-03-17
acm;Norges teknisk-naturvitenskapelige universitet;ntnu_1920;St. Olavs Hospital HF;1920;15507;ACM;ACM DL lisens 2022-24;2022-01-01;2024-12-31;2024-03-17
acm;OsloMet - Storbyuniversitetet;oslomet;OsloMet - storbyuniversitetet;215;15439;ACM;ACM DL lisens 2022-24;2022-01-01;2024-12-31;2024-03-17
acm;SINTEF AS;sintef;SINTEF AS;7401;15526;ACM;ACM DL lisens 2022-24;2022-01-01;2024-12-31;2024-03-17
acm;SINTEF AS;sintef_6228;SINTEF Narvik;6228;15526;ACM;ACM DL lisens 2022-24;2022-01-01;2024-12-31;2024-03-17
acm;SINTEF AS;sintef_7548;SINTEF Energi AS;7548;15526;ACM;ACM DL lisens 2022-24;2022-01-01;2024-12-31;2024-03-17
acm;SINTEF AS;sintef_7566;SINTEF Ocean;7566;15526;ACM;ACM DL lisens 2022-24;2022-01-01;2024-12-31;2024-03-17
acm;SINTEF AS;sintef_7630;SINTEF Manufacturing;7630;15526;ACM;ACM DL lisens 2022-24;2022-01-01;2024-12-31;2024-03-17
acm;UiO : Universitetsbiblioteket;uio;Universitetet i Oslo;185;15550;ACM;ACM DL lisens 2022-24;2022-01-01;2024-12-31;2024-03-17
acm;UiO : Universitetsbiblioteket;uio_2012;Oslo universitetssykehus HF;2012;15550;ACM;ACM DL lisens 2022-24;2022-01-01;2024-12-31;2024-03-17
acm;UiT - Norges arktiske universitet;uit;UiT Norges arktiske universitet;186;15552;ACM;ACM DL lisens 2022-24;2022-01-01;2024-12-31;2024-03-17
acm;UiT - Norges arktiske universitet;uit_1902;Universitetssykehuset Nord-Norge HF;1902;15552;ACM;ACM DL lisens 2022-24;2022-01-01;2024-12-31;2024-03-17
acm;Universitetet i Agder;uia;Universitetet i Agder;201;15548;ACM;ACM DL lisens 2022-24;2022-01-01;2024-12-31;2024-03-17
acm;Universitetet i Bergen;uib;Universitetet i Bergen;184;15549;ACM;ACM DL lisens 2022-24;2022-01-01;2024-12-31;2024-03-17
acm;Universitetet i Bergen;uib_1936;Helse Bergen HF - Haukeland universitetssykehus;1936;15549;ACM;ACM DL lisens 2022-24;2022-01-01;2024-12-31;2024-03-17
acs;Høgskolen i Østfold;hioef;Høgskolen i Østfold;224;15443;American Chemical Society;ACS Online Publications;2023-01-01;2024-12-31;2024-03-17
acs;NIBIO;nibio;Norsk institutt for bioøkonomi;7677;15481;American Chemical Society;ACS Online Publications;2023-01-01;2024-12-31;2024-03-17
acs;NILU;nilu;NILU;7460;15488;American Chemical Society;ACS Online Publications;2023-01-01;2024-12-31;2024-03-17
acs;Nofima;nofima;NOFIMA;7543;15496;American Chemical Society;ACS Online Publications;2023-01-01;2024-12-31;2024-03-17
acs;Norges Geotekniske Institutt;ngi;Norges Geotekniske Institutt;7452;15477;American Chemical Society;ACS Online Publications;2023-01-01;2024-12-31;2024-03-17
acs;Norges miljø- og biovitenskapelige universitet;nmbu;Norges miljø- og biovitenskapelige universitet;192;15493;American Chemical Society;ACS Online Publications;2023-01-01;2024-12-31;2024-03-17
acs;Norges teknisk-naturvitenskapelige universitet;ntnu;Norges teknisk-naturvitenskapelige universitet;194;15507;American Chemical Society;ACS Online Publications;2023-01-01;2024-12-31;2024-03-17
acs;Norges teknisk-naturvitenskapelige universitet;ntnu_1920;St. Olavs Hospital HF;1920;15507;American Chemical Society;ACS Online Publications;2023-01-01;2024-12-31;2024-03-17
acs;Norsk Institutt For Vannforskning;niva;Norsk institutt for vannforskning;7464;15491;American Chemical Society;ACS Online Publications;2023-01-01;2024-12-31;2024-03-17
acs;SINTEF AS;sintef;SINTEF AS;7401;15526;American Chemical Society;ACS Online Publications;2023-01-01;2024-12-31;2024-03-17
acs;SINTEF AS;sintef_6228;SINTEF Narvik;6228;15526;American Chemical Society;ACS Online Publications;2023-01-01;2024-12-31;2024-03-17
acs;SINTEF AS;sintef_7548;SINTEF Energi AS;7548;15526;American Chemical Society;ACS Online Publications;2023-01-01;2024-12-31;2024-03-17
acs;SINTEF AS;sintef_7566;SINTEF Ocean;7566;15526;American Chemical Society;ACS Online Publications;2023-01-01;2024-12-31;2024-03-17
acs;SINTEF AS;sintef_7630;SINTEF Manufacturing;7630;15526;American Chemical Society;ACS Online Publications;2023-01-01;2024-12-31;2024-03-17
acs;UiO : Universitetsbiblioteket;uio;Universitetet i Oslo;185;15550;American Chemical Society;ACS Online Publications;2023-01-01;2024-12-31;2024-03-17
acs;UiO : Universitetsbiblioteket;uio_1972;Akershus universitetssykehus HF;1972;15550;American Chemical Society;ACS Online Publications;2023-01-01;2024-12-31;2024-03-17
acs;UiO : Universitetsbiblioteket;uio_2012;Oslo universitetssykehus HF;2012;15550;American Chemical Society;ACS Online Publications;2023-01-01;2024-12-31;2024-03-17
acs;UiT - Norges arktiske universitet;uit;UiT Norges arktiske universitet;186;15552;American Chemical Society;ACS Online Publications;2023-01-01;2024-12-31;2024-03-17
acs;UiT - Norges arktiske universitet;uit_1902;Universitetssykehuset Nord-Norge HF;1902;15552;American Chemical Society;ACS Online Publications;2023-01-01;2024-12-31;2024-03-17
acs;Universitetet I Stavanger;uis;Universitetet i Stavanger;217;15551;American Chemical Society;ACS Online Publications;2023-01-01;2024-12-31;2024-03-17
acs;Universitetet I Stavanger;uis_1938;Helse Stavanger HF - Stavanger universitetssjukehus;1938;15551;American Chemical Society;ACS Online Publications;2023-01-01;2024-12-31;2024-03-17
acs;Universitetet I Sørøst-Norge;usn;Universitetet i Sørøst-Norge;222;15447;American Chemical Society;ACS Online Publications;2023-01-01;2024-12-31;2024-03-17
acs;Universitetet i Bergen;uib;Universitetet i Bergen;184;15549;American Chemical Society;ACS Online Publications;2023-01-01;2024-12-31;2024-03-17
acs;Universitetet i Bergen;uib_1936;Helse Bergen HF - Haukeland universitetssykehus;1936;15549;American Chemical Society;ACS Online Publications;2023-01-01;2024-12-31;2024-03-17
acs;Universitetssenteret på Svalbard;unis;Universitetssenteret på Svalbard;195;15553;American Chemical Society;ACS Online Publications;2023-01-01;2024-12-31;2024-03-17
cup;Barne-, ungdoms- og familiedirektoratet;bufdir;NA;NA;15356;Cambridge University Press;CUP 2023-2024;2023-01-01;2024-12-31;2024-03-17
cup;Bergen Global, Chr. Michelsens Institutt;cmi;Chr. Michelsen Institute;7416;15355;Cambridge University Press;CUP 2023-2024;2023-01-01;2024-12-31;2024-03-17
cup;Handelshøyskolen BI;bi;Handelshøyskolen BI;158;15353;Cambridge University Press;CUP 2023-2024;2023-01-01;2024-12-31;2024-03-17
cup;Havforskningsinstituttet;imr;Havforskningsinstituttet;7431;15454;Cambridge University Press;CUP 2023-2024;2023-01-01;2024-12-31;2024-03-17
cup;Høgskulen På Vestlandet;hvl;Høgskulen på Vestlandet;203;15449;Cambridge University Press;CUP 2023-2024;2023-01-01;2024-12-31;2024-03-17
cup;Institutt For Fredsforskning;prio;PRIO - Institutt for fredsforskning;7435;15516;Cambridge University Press;CUP 2023-2024;2023-01-01;2024-12-31;2024-03-17
cup;Institutt For Samfunnsforskning;isf;Institutt for samfunnsforskning;7437;15455;Cambridge University Press;CUP 2023-2024;2023-01-01;2024-12-31;2024-03-17
cup;NIBIO;nibio;Norsk institutt for bioøkonomi;7677;15481;Cambridge University Press;CUP 2023-2024;2023-01-01;2024-12-31;2024-03-17
cup;NORCE Norwegian Research Centre AS;norce;NORCE Norwegian Research Centre AS;2057;50928;Cambridge University Press;CUP 2023-2024;2023-01-01;2024-12-31;2024-03-17
cup;Nord Universitet;nord;Nord universitet;204;15499;Cambridge University Press;CUP 2023-2024;2023-01-01;2024-12-31;2024-03-17
cup;Norges teknisk-naturvitenskapelige universitet;ntnu;Norges teknisk-naturvitenskapelige universitet;194;15507;Cambridge University Press;CUP 2023-2024;2023-01-01;2024-12-31;2024-03-17
cup;Norges teknisk-naturvitenskapelige universitet;ntnu_1920;St. Olavs Hospital HF;1920;15507;Cambridge University Press;CUP 2023-2024;2023-01-01;2024-12-31;2024-03-17
cup;Norsk Polarinstitutt;npolar;Norsk Polarinstitutt;7466;15502;Cambridge University Press;CUP 2023-2024;2023-01-01;2024-12-31;2024-03-17
cup;OsloMet - Storbyuniversitetet;oslomet;OsloMet - storbyuniversitetet;215;15439;Cambridge University Press;CUP 2023-2024;2023-01-01;2024-12-31;2024-03-17
cup;SINTEF AS;sintef;SINTEF AS;7401;15526;Cambridge University Press;CUP 2023-2024;2023-01-01;2024-12-31;2024-03-17
cup;SINTEF AS;sintef_6228;SINTEF Narvik;6228;15526;Cambridge University Press;CUP 2023-2024;2023-01-01;2024-12-31;2024-03-17
cup;SINTEF AS;sintef_7548;SINTEF Energi AS;7548;15526;Cambridge University Press;CUP 2023-2024;2023-01-01;2024-12-31;2024-03-17
cup;SINTEF AS;sintef_7566;SINTEF Ocean;7566;15526;Cambridge University Press;CUP 2023-2024;2023-01-01;2024-12-31;2024-03-17
cup;SINTEF AS;sintef_7630;SINTEF Manufacturing;7630;15526;Cambridge University Press;CUP 2023-2024;2023-01-01;2024-12-31;2024-03-17
cup;UiO : Universitetsbiblioteket;uio;Universitetet i Oslo;185;15550;Cambridge University Press;CUP 2023-2024;2023-01-01;2024-12-31;2024-03-17
cup;UiO : Universitetsbiblioteket;uio_2012;Oslo universitetssykehus HF;2012;15550;Cambridge University Press;CUP 2023-2024;2023-01-01;2024-12-31;2024-03-17
cup;UiT - Norges arktiske universitet;uit;UiT Norges arktiske universitet;186;15552;Cambridge University Press;CUP 2023-2024;2023-01-01;2024-12-31;2024-03-17
cup;UiT - Norges arktiske universitet;uit_1902;Universitetssykehuset Nord-Norge HF;1902;15552;Cambridge University Press;CUP 2023-2024;2023-01-01;2024-12-31;2024-03-17
cup;Universitetet I Stavanger;uis;Universitetet i Stavanger;217;15551;Cambridge University Press;CUP 2023-2024;2023-01-01;2024-12-31;2024-03-17
cup;Universitetet I Stavanger;uis_1938;Helse Stavanger HF - Stavanger universitetssjukehus;1938;15551;Cambridge University Press;CUP 2023-2024;2023-01-01;2024-12-31;2024-03-17
cup;Universitetet I Sørøst-Norge;usn;Universitetet i Sørøst-Norge;222;15447;Cambridge University Press;CUP 2023-2024;2023-01-01;2024-12-31;2024-03-17
cup;Universitetet i Agder;uia;Universitetet i Agder;201;15548;Cambridge University Press;CUP 2023-2024;2023-01-01;2024-12-31;2024-03-17
cup;Universitetet i Bergen;uib;Universitetet i Bergen;184;15549;Cambridge University Press;CUP 2023-2024;2023-01-01;2024-12-31;2024-03-17
cup;Universitetet i Bergen;uib_1936;Helse Bergen HF - Haukeland universitetssykehus;1936;15549;Cambridge University Press;CUP 2023-2024;2023-01-01;2024-12-31;2024-03-17
cup;Universitetssenteret på Svalbard;unis;Universitetssenteret på Svalbard;195;15553;Cambridge University Press;CUP 2023-2024;2023-01-01;2024-12-31;2024-03-17
cup;VID Vitenskapelige Høgskole;vid;VID vitenskapelige høgskole;251;15557;Cambridge University Press;CUP 2023-2024;2023-01-01;2024-12-31;2024-03-17
elsevier;Bergen Global, Chr. Michelsens Institutt;cmi;Chr. Michelsen Institute;7416;15355;Elsevier;Elsevier Science Direct Freedom Collection 2022-2024;2022-01-01;2024-12-31;2024-03-17
elsevier;Departementenes Sikkerhets- Og Serviceorganisasjon;dss;NA;NA;15361;Elsevier;Elsevier Science Direct Freedom Collection 2022-2024;2022-01-01;2024-12-31;2024-03-17
elsevier;Direktoratet for strålevern og atomsikkerhet;dsa;NA;NA;15505;Elsevier;Elsevier Science Direct Freedom Collection 2022-2024;2022-01-01;2024-12-31;2024-03-17
elsevier;Folkehelseinstituttet;fhi;Folkehelseinstituttet;7502;15419;Elsevier;Elsevier Science Direct Freedom Collection 2022-2024;2022-01-01;2024-12-31;2024-03-17
elsevier;Forsvarets forskningsinstitutt;ffi;Forsvarets forskningsinstitutt;7428;15418;Elsevier;Elsevier Science Direct Freedom Collection 2022-2024;2022-01-01;2024-12-31;2024-03-17
elsevier;GRID-Arendal;grida;NA;NA;51025;Elsevier;Elsevier Science Direct Freedom Collection 2022-2024;2022-01-01;2024-12-31;2024-03-17
elsevier;Handelshøyskolen BI;bi;Handelshøyskolen BI;158;15353;Elsevier;Elsevier Science Direct Freedom Collection 2022-2024;2022-01-01;2024-12-31;2024-03-17
elsevier;Havforskningsinstituttet;imr;Havforskningsinstituttet;7431;15454;Elsevier;Elsevier Science Direct Freedom Collection 2022-2024;2022-01-01;2024-12-31;2024-03-17
elsevier;Høgskolen I Innlandet;inn;Høgskolen i Innlandet;209;15428;Elsevier;Elsevier Science Direct Freedom Collection 2022-2024;2022-01-01;2024-12-31;2024-03-17
elsevier;Høgskolen i Molde - Vitenskapelig høgskole i logistikk;himolde;Høgskolen i Molde - Vitenskapelig høgskole i logistikk;211;15435;Elsevier;Elsevier Science Direct Freedom Collection 2022-2024;2022-01-01;2024-12-31;2024-03-17
elsevier;Høgskolen i Østfold;hioef;Høgskolen i Østfold;224;15443;Elsevier;Elsevier Science Direct Freedom Collection 2022-2024;2022-01-01;2024-12-31;2024-03-17
elsevier;Høgskulen På Vestlandet;hvl;Høgskulen på Vestlandet;203;15449;Elsevier;Elsevier Science Direct Freedom Collection 2022-2024;2022-01-01;2024-12-31;2024-03-17
elsevier;Høgskulen i Volda;hvo;Høgskulen i Volda;223;15450;Elsevier;Elsevier Science Direct Freedom Collection 2022-2024;2022-01-01;2024-12-31;2024-03-17
elsevier;Høyskolen Kristiania - Ernst G Mortensens Stiftelse;hk;Høyskolen Kristiania;1615;15444;Elsevier;Elsevier Science Direct Freedom Collection 2022-2024;2022-01-01;2024-12-31;2024-03-17
elsevier;Institutt for energiteknikk;ife;Institutt for energiteknikk;7492;15451;Elsevier;Elsevier Science Direct Freedom Collection 2022-2024;2022-01-01;2024-12-31;2024-03-17
elsevier;Lovisenberg Diakonale Høgskole;ldh;Lovisenberg diakonale høgskole;230;15464;Elsevier;Elsevier Science Direct Freedom Collection 2022-2024;2022-01-01;2024-12-31;2024-03-17
elsevier;Meteorologisk institutt;met;Meteorologisk institutt;7419;15468;Elsevier;Elsevier Science Direct Freedom Collection 2022-2024;2022-01-01;2024-12-31;2024-03-17
elsevier;Miljødirektoratet;mdir;NA;NA;15467;Elsevier;Elsevier Science Direct Freedom Collection 2022-2024;2022-01-01;2024-12-31;2024-03-17
elsevier;NIBIO;nibio;Norsk institutt for bioøkonomi;7677;15481;Elsevier;Elsevier Science Direct Freedom Collection 2022-2024;2022-01-01;2024-12-31;2024-03-17
elsevier;NILU;nilu;NILU;7460;15488;Elsevier;Elsevier Science Direct Freedom Collection 2022-2024;2022-01-01;2024-12-31;2024-03-17
elsevier;NKVTS-Nasjonalt kunnskapssenter om vold og traumatisk stress;nkvts;Nasjonalt kunnskapssenter om vold og traumatisk stress;6077;51035;Elsevier;Elsevier Science Direct Freedom Collection 2022-2024;2022-01-01;2024-12-31;2024-03-17
elsevier;NORCE Norwegian Research Centre AS;norce;NORCE Norwegian Research Centre AS;2057;50928;Elsevier;Elsevier Science Direct Freedom Collection 2022-2024;2022-01-01;2024-12-31;2024-03-17
elsevier;NUBU - Nasjonalt utviklingssenter for barn og unge;nubu;NA;NA;51031;Elsevier;Elsevier Science Direct Freedom Collection 2022-2024;2022-01-01;2024-12-31;2024-03-17
elsevier;Nofima;nofima;NOFIMA;7543;15496;Elsevier;Elsevier Science Direct Freedom Collection 2022-2024;2022-01-01;2024-12-31;2024-03-17
elsevier;Nord Universitet;nord;Nord universitet;204;15499;Elsevier;Elsevier Science Direct Freedom Collection 2022-2024;2022-01-01;2024-12-31;2024-03-17
elsevier;Norges Geotekniske Institutt;ngi;Norges Geotekniske Institutt;7452;15477;Elsevier;Elsevier Science Direct Freedom Collection 2022-2024;2022-01-01;2024-12-31;2024-03-17
elsevier;Norges Handelshøyskole;nhh;Norges Handelshøyskole;191;15480;Elsevier;Elsevier Science Direct Freedom Collection 2022-2024;2022-01-01;2024-12-31;2024-03-17
elsevier;Norges Idrettshøgskole - Biblioteket;nih;Norges idrettshøgskole;150;15485;Elsevier;Elsevier Science Direct Freedom Collection 2022-2024;2022-01-01;2024-12-31;2024-03-17
elsevier;Norges geologiske undersøkelse;ngu;Norges geologiske undersøkelse;7451;15478;Elsevier;Elsevier Science Direct Freedom Collection 2022-2024;2022-01-01;2024-12-31;2024-03-17
elsevier;Norges miljø- og biovitenskapelige universitet;nmbu;Norges miljø- og biovitenskapelige universitet;192;15493;Elsevier;Elsevier Science Direct Freedom Collection 2022-2024;2022-01-01;2024-12-31;2024-03-17
elsevier;Norges teknisk-naturvitenskapelige universitet;ntnu;Norges teknisk-naturvitenskapelige universitet;194;15507;Elsevier;Elsevier Science Direct Freedom Collection 2022-2024;2022-01-01;2024-12-31;2024-03-17
elsevier;Norges teknisk-naturvitenskapelige universitet;ntnu_1920;St. Olavs Hospital HF;1920;15507;Elsevier;Elsevier Science Direct Freedom Collection 2022-2024;2022-01-01;2024-12-31;2024-03-17
elsevier;Norges vassdrags- og energidirektorat;nve;NA;NA;15509;Elsevier;Elsevier Science Direct Freedom Collection 2022-2024;2022-01-01;2024-12-31;2024-03-17
elsevier;Norsk Institutt For Vannforskning;niva;Norsk institutt for vannforskning;7464;15491;Elsevier;Elsevier Science Direct Freedom Collection 2022-2024;2022-01-01;2024-12-31;2024-03-17
elsevier;Norsk Polarinstitutt;npolar;Norsk Polarinstitutt;7466;15502;Elsevier;Elsevier Science Direct Freedom Collection 2022-2024;2022-01-01;2024-12-31;2024-03-17
elsevier;Norsk institutt for naturforskning;nina;Norsk institutt for naturforskning;7511;15489;Elsevier;Elsevier Science Direct Freedom Collection 2022-2024;2022-01-01;2024-12-31;2024-03-17
elsevier;OsloMet - Storbyuniversitetet;oslomet;OsloMet - storbyuniversitetet;215;15439;Elsevier;Elsevier Science Direct Freedom Collection 2022-2024;2022-01-01;2024-12-31;2024-03-17
elsevier;Regionsenter for barn og unges psykiske helse, helseregion Øst og Sør;rbupos;RBUP Øst og Sør;7539;15519;Elsevier;Elsevier Science Direct Freedom Collection 2022-2024;2022-01-01;2024-12-31;2024-03-17
elsevier;Ruralis - Institutt for rural- og regionalforskning;rura;RURALIS – Institutt for rural- og regionalforskning;7501;51034;Elsevier;Elsevier Science Direct Freedom Collection 2022-2024;2022-01-01;2024-12-31;2024-03-17
elsevier;SINTEF AS;sintef;SINTEF AS;7401;15526;Elsevier;Elsevier Science Direct Freedom Collection 2022-2024;2022-01-01;2024-12-31;2024-03-17
elsevier;SINTEF AS;sintef_6228;SINTEF Narvik;6228;15526;Elsevier;Elsevier Science Direct Freedom Collection 2022-2024;2022-01-01;2024-12-31;2024-03-17
elsevier;SINTEF AS;sintef_7548;SINTEF Energi AS;7548;15526;Elsevier;Elsevier Science Direct Freedom Collection 2022-2024;2022-01-01;2024-12-31;2024-03-17
elsevier;SINTEF AS;sintef_7566;SINTEF Ocean;7566;15526;Elsevier;Elsevier Science Direct Freedom Collection 2022-2024;2022-01-01;2024-12-31;2024-03-17
elsevier;SINTEF AS;sintef_7630;SINTEF Manufacturing;7630;15526;Elsevier;Elsevier Science Direct Freedom Collection 2022-2024;2022-01-01;2024-12-31;2024-03-17
elsevier;Statens Arbeidsmiljøinstitutt;stami;Statens arbeidsmiljøinstitutt;7476;15537;Elsevier;Elsevier Science Direct Freedom Collection 2022-2024;2022-01-01;2024-12-31;2024-03-17
elsevier;Statistisk Sentralbyrå;ssb;Statistisk sentralbyrå;5932;15535;Elsevier;Elsevier Science Direct Freedom Collection 2022-2024;2022-01-01;2024-12-31;2024-03-17
elsevier;Tannhelsetjenestens Kompetansesentre;tk;Tannhelsetjenestens kompetansesentre;2060;15541;Elsevier;Elsevier Science Direct Freedom Collection 2022-2024;2022-01-01;2024-12-31;2024-03-17
elsevier;Transportøkonomisk institutt;toei;Transportøkonomisk institutt;7482;15544;Elsevier;Elsevier Science Direct Freedom Collection 2022-2024;2022-01-01;2024-12-31;2024-03-17
elsevier;UiO : Universitetsbiblioteket;uio;Universitetet i Oslo;185;15550;Elsevier;Elsevier Science Direct Freedom Collection 2022-2024;2022-01-01;2024-12-31;2024-03-17
elsevier;UiO : Universitetsbiblioteket;uio_1972;Akershus universitetssykehus HF;1972;15550;Elsevier;Elsevier Science Direct Freedom Collection 2022-2024;2022-01-01;2024-12-31;2024-03-17
elsevier;UiO : Universitetsbiblioteket;uio_2012;Oslo universitetssykehus HF;2012;15550;Elsevier;Elsevier Science Direct Freedom Collection 2022-2024;2022-01-01;2024-12-31;2024-03-17
